Code,Year,Quarter,Roe,YOYNi,LiabilityTo,YOYEquity,YOYLiability
SZ.002742,2021,3,-0.029127,-1.306716,0.613558,-0.066678,-0.101151
SZ.002786,2021,3,-0.377439,-7.911968,0.813526,-0.048901,-0.008463
SZ.002771,2021,3,-0.005681,-1.65771,0.397407,0.01283,0.190873
SZ.002767,2021,3,0.018091,-0.107082,0.24421,0.019334,0.263972
SZ.002818,2021,3,0.12193,0.436744,0.141466,0.096823,0.087149
SZ.002735,2021,3,0.060686,-0.049944,0.402368,0.137685,0.230853
SZ.002780,2021,3,-0.026424,-0.761398,0.34884,0.194176,0.565527
SZ.002741,2021,3,0.034443,1.294812,0.457839,0.223672,0.010295
SZ.002729,2021,3,0.039231,0.383551,0.133019,-0.052402,0.202052
SZ.002733,2021,3,-0.001967,-1.252568,0.472606,-0.022407,0.25852
SZ.002747,2021,3,0.040836,0.095977,0.591179,0.542157,0.075284
SZ.002755,2021,3,0.125228,-0.191808,0.118294,0.159873,-0.450782
SZ.002749,2021,3,0.142093,-0.052714,0.271221,0.064321,0.219563
SZ.002737,2021,3,0.122003,0.318969,0.335174,0.152541,0.053253
SZ.002775,2021,3,0.013303,-0.79415,0.596419,-0.152023,0.271423
SZ.002766,2021,3,0.0,-1.118718,1.510674,-3.564892,-0.15477
SZ.002763,2021,3,0.135007,0.584085,0.253266,-0.039772,0.104857
SZ.002762,2021,3,0.00673,-0.718814,0.081509,-0.005377,-0.146783
SZ.002788,2021,3,0.094974,0.063534,0.735042,0.081101,0.172253
SZ.002760,2021,3,0.087501,0.359223,0.436968,0.448323,0.23404
SZ.002819,2021,3,0.083386,0.272773,0.47995,0.146147,0.298396
SZ.002793,2021,3,0.103068,0.252632,0.486247,0.095045,0.624413
SZ.002806,2021,3,0.016927,1.524455,0.313175,-0.108252,-0.014605
SZ.002787,2021,3,0.037556,0.035509,0.475598,0.021214,0.542125
SZ.002822,2021,3,0.048776,-0.089002,0.554946,0.129166,0.491348
SZ.002789,2021,3,0.021702,-0.433686,0.715525,0.013616,-0.036671
SZ.002811,2021,3,0.024975,0.087971,0.498698,-0.051176,0.010644
SZ.002821,2021,3,0.110513,0.372683,0.219553,0.13858,0.690592
SZ.002809,2021,3,0.067029,-0.128977,0.381348,0.107253,0.618866
SZ.002832,2021,3,0.172142,0.316664,0.275454,0.357932,-0.02546
SZ.002817,2021,3,0.054848,0.274152,0.18674,0.060898,1.006156
SZ.002979,2021,3,0.175436,0.274421,0.307172,-0.018794,1.215931
SZ.002795,2021,3,0.039985,-0.241603,0.463828,0.109535,0.304522
SZ.002790,2021,3,0.065195,0.430667,0.207076,0.040343,0.560577
SZ.002753,2021,3,0.130497,2.900481,0.231894,0.178733,0.190202
SZ.002758,2021,3,0.124344,0.616086,0.619447,3.917275,10.325213
SZ.002759,2021,3,0.15443,11.204766,0.126496,0.18196,-0.169428
SZ.002797,2021,3,0.044238,0.162822,0.675796,0.048058,0.066534
SZ.002923,2021,3,0.083921,-0.200757,0.373965,0.064011,0.406461
SZ.002813,2021,3,0.014337,1.14584,0.306014,0.455776,-0.616029
SZ.003016,2021,3,0.08288,1.05525,0.174323,0.503751,0.353116
SZ.002823,2021,3,0.004993,-0.923769,0.620812,-0.025586,0.307562
SZ.002820,2021,3,0.027113,0.167619,0.095107,-0.000905,0.724381
SZ.002731,2021,3,0.036224,0.38593,0.628576,0.031838,-0.174447
SZ.002777,2021,3,0.094069,0.20029,0.366863,0.143204,-0.015782
SZ.002803,2021,3,0.136506,-0.464535,0.336948,0.094213,-0.096311
SZ.002772,2021,3,-0.016725,-1.410255,0.493719,0.180759,0.089937
SZ.002828,2021,3,0.01926,0.043927,0.623396,-0.017164,0.202797
SZ.002856,2021,3,-0.045237,-4.516324,0.527559,-0.039152,-0.046444
SZ.002829,2021,3,0.083801,0.014257,0.401563,-0.014297,0.377341
SZ.002812,2021,3,0.146085,1.73298,0.426037,0.284812,0.077617
SZ.002825,2021,3,0.07672,0.052783,0.300923,0.372749,0.393141
SZ.002816,2021,3,0.068727,4.250984,0.167454,-0.03006,0.223783
SZ.002785,2021,3,0.027007,2.01853,0.492184,0.028976,0.23687
SZ.002835,2021,3,0.063324,-0.234189,0.302009,0.060412,0.158274
SZ.002736,2021,3,0.088905,0.424542,0.739906,0.191593,0.388249
SZ.002765,2021,3,0.092187,6.275514,0.512309,0.083301,0.085574
SZ.002810,2021,3,0.205063,0.368575,0.34316,0.487244,0.454784
SZ.002865,2021,3,-0.076701,-12.331837,0.618353,0.142825,0.42058
SZ.002836,2021,3,0.023019,-0.389351,0.125255,-0.056198,-0.665133
SZ.002842,2021,3,0.039998,0.466049,0.553997,0.049255,-0.092571
SZ.002824,2021,3,0.135874,3.615785,0.423434,0.222585,0.516545
SZ.002839,2021,3,0.077299,0.300324,0.912255,0.280462,0.173677
SZ.002807,2021,3,0.060939,0.164766,0.913413,0.060742,0.077192
SZ.002840,2021,3,0.026876,-0.399307,0.635104,0.039234,0.785161
SZ.002833,2021,3,0.222113,0.758321,0.32089,0.309075,1.474784
SZ.002831,2021,3,0.076442,0.03867,0.461708,0.308425,0.000949
SZ.002845,2021,3,0.128085,0.82969,0.666154,0.853197,-0.160171
SZ.002837,2021,3,0.094446,0.203916,0.464734,0.340038,0.238202
SZ.002857,2021,3,0.000147,-0.992584,0.190782,0.028471,0.292364
SZ.002848,2021,3,-0.199149,0.567433,0.622042,-0.497555,0.196696
SZ.002841,2021,3,0.162765,-0.120563,0.490205,0.15877,0.07505
SZ.002960,2021,3,0.115869,0.169168,0.336984,0.110183,1.075879
SZ.002858,2021,3,0.017311,38.452713,0.163046,0.712291,0.142691
SZ.002850,2021,3,0.090142,2.95232,0.33342,0.696603,0.813759
SZ.002861,2021,3,-0.007564,-1.239586,0.393585,-0.038894,0.044368
SZ.002867,2021,3,0.178215,0.412279,0.198564,0.160224,0.222751
SZ.002953,2021,3,0.106447,0.479546,0.508724,0.211125,3.558509
SZ.002855,2021,3,0.005174,-0.822601,0.525536,0.036431,0.066877
SZ.000166,2021,3,0.079235,0.131158,0.82421,0.12937,0.224453
SZ.002846,2021,3,0.064297,-0.132601,0.617812,0.052719,0.597587
SZ.002847,2021,3,0.092903,-0.571392,0.585164,-0.149145,0.244806
SZ.002853,2021,3,0.085323,0.300418,0.370813,0.629304,0.167313
SZ.002849,2021,3,0.066914,-0.198751,0.496529,0.103586,-0.164703
SZ.002852,2021,3,0.050898,0.037429,0.52413,-0.053673,1.225242
SZ.002875,2021,3,0.011783,1.294389,0.358196,-0.00105,0.491548
SZ.002774,2021,3,0.217244,60.642113,0.425183,0.258267,0.663054
SZ.003002,2021,3,0.060244,-0.062908,0.167659,0.014942,0.099446
SZ.002961,2021,3,0.175739,1.812146,0.864912,0.194719,1.089873
SZ.002862,2021,3,0.011754,1.320104,0.242277,-0.034238,0.291657
SZ.002906,2021,3,0.056795,1.339292,0.337646,0.075649,0.626278
SZ.002878,2021,3,0.097284,-0.251717,0.370321,0.089282,0.252071
SZ.002882,2021,3,0.087292,0.202909,0.421657,0.050422,1.17079
SZ.002868,2021,3,-0.007947,-1.14171,0.380557,-0.035912,1.317062
SZ.003020,2021,3,0.10329,0.25767,0.292156,0.893148,0.23739
SZ.002859,2021,3,0.166354,0.558714,0.459232,0.185765,1.154147
SZ.002870,2021,3,0.128201,2.38886,0.704059,0.118778,16.50638
SZ.002902,2021,3,0.008443,1.839765,0.600939,0.009402,0.381336
SZ.002860,2021,3,0.120066,0.527727,0.353904,0.200709,0.22413
SZ.002926,2021,3,0.065179,-0.028349,0.752617,0.071782,0.192273
SZ.002871,2021,3,0.067136,-0.063405,0.246737,-0.035197,-0.052325
SZ.002869,2021,3,-0.034918,-1.162075,0.139933,0.044202,-0.457144
SZ.002876,2021,3,0.142909,4.544604,0.431523,0.122472,0.15966
SZ.002872,2021,3,-0.029412,0.456591,0.261842,-0.156447,-0.354792
SZ.002863,2021,3,0.032412,0.102252,0.64777,0.599619,-0.08294
SZ.003025,2021,3,0.104224,0.196803,0.173301,1.015241,0.380851
SZ.002965,2021,3,0.02953,-0.536356,0.448508,0.108463,0.888953
SZ.002866,2021,3,0.070567,0.098651,0.41835,0.085459,0.966239
SZ.002935,2021,3,0.034654,0.431506,0.354762,0.05891,0.471115
SZ.002877,2021,3,0.05094,0.072358,0.511482,0.059013,0.345936
SZ.002900,2021,3,0.265525,25.865848,0.241479,0.295304,0.074025
SZ.002880,2021,3,0.083318,0.140463,0.096824,0.108579,-0.235936
SZ.002886,2021,3,0.044534,0.099049,0.399445,0.056224,0.481999
SZ.002879,2021,3,0.071912,0.065963,0.189763,0.085961,0.030168
SZ.001332,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.002893,2021,3,0.030324,-0.230037,0.671742,0.01967,-0.11625
SZ.002884,2021,3,0.174965,0.29383,0.10187,0.067947,0.340472
SZ.002883,2021,3,0.073603,0.034676,0.392695,0.112371,0.664669
SZ.002887,2021,3,0.060284,-0.366525,0.4945,0.058005,0.689854
SZ.002909,2021,3,0.0303,-0.732335,0.51721,0.496478,0.362018
SZ.001979,2021,3,0.059331,1.558256,0.67784,0.28967,0.216259
SZ.002827,2021,3,0.039775,0.185066,0.396527,-0.007831,0.228514
SZ.002890,2021,3,0.02881,-0.078266,0.172904,0.025732,0.066056
SZ.003006,2021,3,0.151129,0.317289,0.204339,0.094791,0.202138
SZ.002826,2021,3,0.024874,0.004682,0.14006,0.038917,-0.332645
SZ.002888,2021,3,0.054144,0.079574,0.132833,0.028704,0.390408
SZ.002885,2021,3,0.025027,-0.603866,0.554259,-0.006686,0.393387
SZ.002881,2021,3,0.129774,5.452125,0.524453,0.146529,0.920596
SZ.002898,2021,3,0.019904,1.547131,0.304096,-0.053508,0.008684
SZ.002891,2021,3,0.052025,-0.031537,0.363417,0.056663,0.134869
SZ.002897,2021,3,0.080196,-0.397124,0.691699,0.057654,0.77531
SZ.002895,2021,3,0.067023,0.561849,0.476633,0.158087,2.599409
SZ.002901,2021,3,0.207929,0.084719,0.217655,0.173655,0.396802
SZ.001218,2021,3,0.08977,-0.153989,0.240914,0.0,0.0
SZ.002892,2021,3,0.084449,0.061897,0.23231,0.769032,0.826882
SZ.002920,2021,3,0.102341,0.539072,0.405347,0.121357,0.582263
SZ.002970,2021,3,0.034676,-0.673641,0.364626,0.055725,0.346596
SZ.002918,2021,3,0.113192,0.15005,0.609755,0.225157,1.011372
SZ.003033,2021,3,0.087972,-0.299088,0.251566,0.98312,0.827681
SZ.003036,2021,3,0.046186,0.0667,0.42862,0.379533,0.593416
SZ.002919,2021,3,0.172786,1.580584,0.180871,0.242038,-0.438855
SZ.002921,2021,3,0.071568,0.122106,0.469873,0.059243,0.120537
SZ.002903,2021,3,0.075425,0.826336,0.272748,0.092892,-0.193701
SZ.002899,2021,3,0.025659,0.037885,0.372927,0.0335,1.553193
SZ.002896,2021,3,0.097113,0.147498,0.394312,0.069098,0.26055
SZ.002908,2021,3,0.047746,0.059987,0.343712,0.076111,0.825297
SZ.002912,2021,3,-0.040388,-1.485063,0.221273,0.046734,0.019506
SZ.001227,2021,3,0.045095,1.029118,0.928236,0.305207,0.096271
SZ.002907,2021,3,0.07303,-0.056391,0.283308,0.095777,-0.104831
SZ.002922,2021,3,0.119728,4.979363,0.396635,0.682682,-0.019078
SZ.002999,2021,3,0.078288,0.279808,0.759391,0.055591,0.183174
SZ.002915,2021,3,0.106469,0.89202,0.293609,0.618964,0.051834
SZ.002939,2021,3,0.072748,0.188914,0.781686,0.077787,0.209509
SZ.002913,2021,3,0.122512,0.663514,0.468873,0.29949,0.819357
SZ.002925,2021,3,0.176721,0.279482,0.333962,0.178171,0.306941
SZ.002945,2021,3,0.078294,-0.271951,0.742804,0.074548,-0.262587
SZ.002958,2021,3,0.08706,0.111141,0.918866,0.291888,0.080061
SZ.002966,2021,3,0.079872,0.166655,0.924484,0.094987,0.153223
SZ.002910,2021,3,0.020107,4.188108,0.399177,0.32583,-0.309441
SZ.002948,2021,3,0.077581,0.206823,0.935069,0.074285,0.133771
SZ.002936,2021,3,0.071767,0.012625,0.911108,0.183907,0.03835
SZ.002917,2021,3,0.059587,-0.328519,0.528336,0.028389,2.914694
SZ.002864,2021,3,0.097986,0.114593,0.380751,0.090073,0.209276
SZ.002989,2021,3,0.070939,-0.250834,0.473748,0.054645,0.12838
SZ.002916,2021,3,0.132437,-0.064728,0.503629,0.138448,0.210464
SZ.002928,2021,3,-0.034523,-1.762575,0.775584,0.039422,0.527002
SZ.002995,2021,3,0.065129,-0.035036,0.352638,0.096775,-0.167221
SZ.002978,2021,3,0.276795,1.280082,0.135435,0.182959,0.029201
SZ.002873,2021,3,0.103352,0.456587,0.425273,0.147314,0.060959
SZ.003003,2021,3,0.018899,-0.476766,0.330165,0.010188,0.883844
SZ.002981,2021,3,0.006224,-0.860645,0.385074,0.008645,0.416158
SZ.002931,2021,3,0.106262,0.360647,0.384969,0.210777,1.420487
SZ.002927,2021,3,0.088463,0.112515,0.286565,0.075447,0.283577
SZ.002992,2021,3,-0.105623,-3.917522,0.49587,-0.143859,0.294053
SZ.002942,2021,3,0.106019,-0.287775,0.252634,0.101289,0.313002
SZ.002940,2021,3,0.057579,-0.325987,0.251879,0.294359,0.168329
SZ.002937,2021,3,0.087348,-0.044466,0.227515,0.060162,0.376699
SZ.002941,2021,3,0.065674,1.175357,0.765752,0.065415,0.334142
SZ.003010,2021,3,0.043471,-0.28313,0.148244,0.058168,0.947628
SZ.001210,2021,3,0.082532,-1.7e-05,0.217839,0.0,0.0
SZ.003012,2021,3,0.051915,-0.247194,0.422599,0.326042,0.121167
SZ.002952,2021,3,0.045064,-0.496382,0.209836,4.1e-05,0.397636
SZ.002946,2021,3,0.096702,0.436275,0.681381,0.291842,0.051988
SZ.002947,2021,3,-0.013475,-1.260165,0.199662,0.227073,0.442648
SZ.002967,2021,3,0.017234,-0.432778,0.352928,1.089591,0.113855
SZ.001330,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.002996,2021,3,0.11604,1.107049,0.46717,0.138772,1.249262
SZ.002943,2021,3,0.002467,28.926751,0.366092,-0.003434,0.597489
SZ.001296,2021,3,0.078782,-0.103726,0.180551,0.0,0.0
SZ.002938,2021,3,0.076478,0.213581,0.380882,0.110566,0.686355
SZ.002950,2021,3,0.117944,-0.655604,0.452996,-0.025078,0.170076
SZ.002949,2021,3,0.098436,0.263839,0.491026,0.162971,0.18236
SZ.003004,2021,3,0.026976,-0.126299,0.132592,1.488917,-0.414341
SZ.001965,2021,3,0.071477,2.143281,0.353722,0.120049,-0.102496
SZ.001201,2021,3,0.109322,-0.565025,0.143339,0.0,0.0
SZ.002951,2021,3,0.037287,-0.546033,0.11461,0.148498,-0.157205
SZ.002956,2021,3,0.079637,-0.034536,0.219353,0.024715,0.238233
SZ.002929,2021,3,0.075769,1.290706,0.584832,0.189962,0.900769
SZ.002932,2021,3,0.673858,1.870778,0.161177,0.962238,0.324226
SZ.002957,2021,3,0.066434,-0.204098,0.31344,0.05007,0.635067
SZ.001236,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.002930,2021,3,0.095328,0.328052,0.600949,0.081,0.064644
SZ.002982,2021,3,-0.006361,-1.05208,0.387209,-0.022167,0.516852
SZ.002962,2021,3,0.041123,-0.344268,0.146148,0.036931,0.315321
SZ.002984,2021,3,0.098246,-0.19997,0.252633,0.113514,-0.104384
SZ.002933,2021,3,0.003142,-0.938955,0.141687,-0.04692,0.985786
SZ.002959,2021,3,0.095673,-0.412903,0.382761,0.059484,-0.149001
SZ.002955,2021,3,0.045091,1.358851,0.341718,0.052366,0.22433
SZ.002963,2021,3,0.032571,0.47783,0.250353,0.03096,0.354764
SZ.002973,2021,3,0.15001,-0.193016,0.629669,0.221089,0.458465
SZ.003816,2021,3,0.089231,0.105036,0.621207,0.063149,0.013283
SZ.002969,2021,3,0.043152,11.504397,0.478603,0.115357,0.694271
SZ.003043,2021,3,0.134565,0.406368,0.126335,0.0,0.0
SZ.002968,2021,3,0.132625,0.291215,0.293291,0.131469,0.537577
SZ.002971,2021,3,0.052946,-0.042937,0.504052,0.044318,0.869476
SZ.002972,2021,3,0.090352,0.173976,0.116961,0.087503,-0.015495
SZ.002977,2021,3,0.092631,1.29063,0.185404,0.125962,0.316448
SZ.002980,2021,3,0.124426,-0.585233,0.112804,0.007839,0.106629
SZ.002975,2021,3,0.162181,-0.243942,0.179313,0.12962,-0.124755
SZ.002985,2021,3,0.146988,1.410619,0.181476,0.221481,0.299594
SZ.002976,2021,3,0.044697,-0.382429,0.318203,0.044959,0.071173
SZ.001313,2021,3,0.074226,0.004699,0.446037,0.0,0.0
SZ.002983,2021,3,0.061065,0.031366,0.272094,0.046653,0.22889
SZ.003008,2021,3,0.048696,-0.276923,0.032024,0.007547,-0.090374
SZ.002987,2021,3,0.100797,0.012493,0.187591,0.146501,1.334595
SZ.002993,2021,3,0.108169,0.050769,0.49495,0.12613,0.598017
SZ.002986,2021,3,0.067287,2.403104,0.175617,0.066316,0.609317
SZ.002988,2021,3,0.048234,0.681055,0.514282,0.060689,0.391488
SZ.002991,2021,3,0.055409,-0.377299,0.187306,0.001861,0.037445
SZ.003009,2021,3,0.092804,0.640165,0.277165,0.115896,-0.217673
SZ.002990,2021,3,0.083339,0.051294,0.304274,0.099125,1.272865
SZ.003032,2021,3,0.062002,3.612135,0.321027,0.504902,0.894358
SZ.003027,2021,3,0.082174,0.029585,0.242316,1.358466,0.180283
SZ.002998,2021,3,0.056061,-0.054534,0.138314,0.093293,-0.249849
SZ.002997,2021,3,0.079318,0.100056,0.576604,0.069595,0.040967
SZ.003021,2021,3,0.046982,-0.268832,0.127134,2.214403,0.347125
SZ.003001,2021,3,0.056933,-0.140969,0.383917,0.045735,0.370633
SZ.003013,2021,3,0.175461,0.386227,0.565106,0.469669,0.240197
SZ.003019,2021,3,0.090749,0.163916,0.288871,1.487194,1.355499
SZ.003022,2021,3,0.142781,0.920196,0.500184,0.677277,0.453956
SZ.003000,2021,3,0.074158,-0.2484,0.163482,-0.035172,0.249604
SZ.003011,2021,3,0.0622,-0.478335,0.411318,0.074599,0.289151
SZ.003005,2021,3,0.073211,-0.256618,0.237424,0.054541,0.014771
SZ.003023,2021,3,0.068782,0.102164,0.301016,0.639188,0.13792
SZ.003007,2021,3,-0.110837,-6.095603,0.176882,-0.055828,-0.053126
SZ.003026,2021,3,0.150544,0.880889,0.301532,0.823497,3.381389
SZ.003028,2021,3,0.15139,0.337214,0.298714,1.733872,0.527095
SZ.003015,2021,3,0.0599,-0.114228,0.182463,0.667723,-0.154244
SZ.003029,2021,3,0.023922,0.141766,0.24963,0.765296,0.420628
SZ.003017,2021,3,0.071305,-0.104188,0.229156,0.763445,0.356335
SZ.003018,2021,3,0.078653,0.385681,0.089581,0.647784,0.98778
SZ.003030,2021,3,0.042918,-0.445125,0.364524,0.78287,-0.018811
SZ.003031,2021,3,0.093221,0.244694,0.294281,0.718438,0.09063
SZ.003039,2021,3,0.10205,0.027161,0.369162,0.0,0.0
SZ.001299,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.003037,2021,3,0.042266,-0.742565,0.68066,0.369744,0.277314
SZ.003035,2021,3,0.059496,0.227528,0.527676,0.333895,0.254061
SZ.003040,2021,3,0.022779,-0.476181,0.331415,0.0,0.0
SZ.003038,2021,3,0.122823,0.318314,0.465404,0.0,0.0
SZ.001206,2021,3,0.085264,-0.385713,0.109164,0.0,0.0
SZ.003042,2021,3,0.036034,-0.429075,0.476585,0.616838,0.107708
SZ.001215,2021,3,0.074911,0.138765,0.277714,0.0,0.0
SZ.001207,2021,3,0.129951,0.623603,0.270568,0.0,0.0
SZ.001202,2021,3,0.07999,-0.26777,0.221599,0.0,0.0
SZ.001269,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001205,2021,3,0.098595,0.254756,0.215874,0.814999,0.161895
SZ.001213,2021,3,0.019688,-0.139117,0.076423,0.0,0.0
SZ.001219,2021,3,0.114174,-0.103211,0.119733,0.0,0.0
SZ.001212,2021,3,0.106192,0.121614,0.117249,0.0,0.0
SZ.001217,2021,3,0.237311,2.330935,0.164284,0.0,0.0
SZ.001211,2021,3,0.044299,-0.161951,0.247946,0.0,0.0
SZ.001288,2021,3,0.041587,0.181136,0.3287,0.0,0.0
SZ.001208,2021,3,0.096504,0.961694,0.487727,0.0,0.0
SZ.001209,2021,3,0.079711,-0.093681,0.157797,0.0,0.0
SZ.001317,2021,3,0.089776,0.105485,0.493095,0.0,0.0
SZ.001234,2021,3,0.192194,0.299139,0.213877,0.0,0.0
SZ.003041,2021,3,0.096252,0.005937,0.216326,0.0,0.0
SZ.001268,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001258,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001298,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001230,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001309,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001318,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001323,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001259,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001228,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001283,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001308,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001266,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001338,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001222,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001336,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001226,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001231,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001322,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001301,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001339,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001316,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001270,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001238,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001300,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001319,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001331,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001255,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001229,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001216,2021,3,0.132303,0.212817,0.261621,0.0,0.0
SZ.001333,2021,3,0.0,0.0,0.0,0.0,0.0
SZ.001223,2021,3,0.422783,0.0,0.302266,0.0,0.0
SZ.001256,2021,3,0.148858,0.0,0.235072,0.0,0.0
SZ.001267,2021,3,0.039639,-0.023921,0.502493,0.05223,0.306289
SZ.001289,2021,3,0.080602,0.263244,0.597865,0.07479,0.080959
SH.600000,2021,3,0.063866,-0.067736,0.916841,0.156343,0.042238
SH.600004,2021,3,-0.02614,-0.689121,0.336326,0.137967,-0.02599
SH.600006,2021,3,0.064329,0.049105,0.576641,0.051391,0.000802
SH.600007,2021,3,0.094609,0.266477,0.334128,0.075097,0.005203
SH.600008,2021,3,0.073173,1.078981,0.639141,0.079834,0.064704
SH.600009,2021,3,-0.043759,-0.706095,0.456455,-0.059853,4.223065
SH.600010,2021,3,0.068992,10.832966,0.569414,0.073056,0.058343
SH.600011,2021,3,0.006566,-0.925795,0.696013,-0.081393,0.12918
SH.600012,2021,3,0.093618,1.706605,0.288649,0.105793,0.127619
SH.600015,2021,3,0.056675,0.150563,0.917396,0.063929,0.065365
SH.600016,2021,3,0.063597,-0.055762,0.914677,0.100789,0.005397
SH.600019,2021,3,0.115453,1.754694,0.479047,0.052161,0.191318
SH.600020,2021,3,0.06334,5.013324,0.73031,0.034506,-0.04887
SH.600021,2021,3,0.019779,-0.420511,0.758741,-0.008704,0.211092
SH.600026,2021,3,0.012899,-0.808309,0.452603,-0.051421,-0.083468
SH.600028,2021,3,0.079232,1.35278,0.517287,0.055085,0.049943
SH.600029,2021,3,-0.085598,0.40323,0.719107,0.021265,0.005262
SH.600030,2021,3,0.091524,0.395295,0.828199,0.134238,0.167062
SH.600031,2021,3,0.208156,0.009597,0.516101,0.20268,0.08413
SH.600033,2021,3,0.070799,1.717723,0.244307,0.062205,0.006978
SH.600035,2021,3,0.094686,1.314243,0.506438,0.090572,-0.144842
SH.600036,2021,3,0.123771,0.22429,0.910757,0.121798,0.090594
SH.600037,2021,3,0.006331,-0.469228,0.191688,0.00294,-0.045047
SH.600038,2021,3,0.068236,0.261534,0.638167,0.089128,-0.024972
SH.600039,2021,3,0.145174,1.047723,0.773015,0.458218,0.062112
SH.600050,2021,3,0.038105,0.191953,0.43008,0.022298,0.045979
SH.600051,2021,3,0.040256,-0.778423,0.544165,0.019235,-0.136997
SH.600052,2021,3,0.005985,1.032938,0.069745,-0.011035,-0.454967
SH.600053,2021,3,0.02368,-0.517982,0.162513,0.001741,-0.306506
SH.600054,2021,3,0.005767,1.599281,0.111625,-0.012161,0.931067
SH.600055,2021,3,0.052127,-0.187777,0.131294,0.055663,-0.195333
SH.600056,2021,3,0.081711,-0.285366,0.604443,0.051238,-0.121756
SH.600057,2021,3,0.109118,0.643307,0.727121,0.117931,0.098132
SH.600058,2021,3,0.051106,0.459335,0.792465,0.034454,0.427761
SH.600059,2021,3,0.026721,0.51467,0.087052,0.261585,0.209229
SH.600060,2021,3,0.040189,0.246033,0.469155,0.041504,0.123182
SH.600061,2021,3,0.083585,0.098078,0.804521,0.079489,0.228189
SH.600062,2021,3,0.092803,0.048009,0.219967,0.077186,0.062512
SH.600063,2021,3,0.122666,0.981647,0.469194,0.088734,0.064709
SH.600064,2021,3,0.140218,0.054268,0.527593,0.125974,0.01658
SH.600066,2021,3,0.017485,0.590911,0.552482,-0.080796,0.111321
SH.600067,2021,3,0.002459,-0.855999,0.633097,-0.022789,-0.05072
SH.600071,2021,3,0.019508,10.637231,0.650618,0.048956,0.09752
SH.600072,2021,3,0.021395,12.238037,0.516608,0.045444,-0.312055
SH.600073,2021,3,0.077069,-0.633737,0.496358,0.041339,-0.06736
SH.600075,2021,3,0.170909,1.720449,0.364586,0.514063,-0.125944
SH.600076,2021,3,0.009103,1.235393,0.343916,0.230115,-0.179548
SH.600078,2021,3,0.0,2.744876,1.004932,-1.219457,0.039573
SH.600079,2021,3,0.092381,0.337975,0.549176,0.295094,-0.111584
SH.600080,2021,3,0.013412,-0.320932,0.103263,-0.016002,-0.120134
SH.600081,2021,3,0.052986,0.143676,0.601288,1.058818,0.261875
SH.600082,2021,3,-0.02558,-0.133874,0.409011,0.012778,-0.053706
SH.600084,2021,3,0.003646,1.203923,0.091563,-0.007702,1.412793
SH.600085,2021,3,0.091147,0.243474,0.329951,0.082463,0.161027
SH.600088,2021,3,-0.012417,0.83289,0.16928,-0.029081,-0.106769
SH.600089,2021,3,0.129911,2.73139,0.559456,0.165894,0.016014
SH.600094,2021,3,0.015864,-0.429615,0.644589,0.023976,-0.098876
SH.600095,2021,3,0.033803,0.09687,0.660136,0.178352,0.050305
SH.600096,2021,3,0.359792,17.425744,0.791342,1.070731,-0.07044
SH.600097,2021,3,0.100289,1.047874,0.346649,0.083783,0.684988
SH.600098,2021,3,0.040654,-0.265473,0.567711,0.048873,0.296053
SH.600099,2021,3,0.012586,3.152031,0.324302,0.026089,0.274746
SH.600100,2021,3,-0.04304,-3.352847,0.647224,0.125823,-0.030634
SH.600101,2021,3,0.041572,0.246807,0.301724,0.031337,0.095538
SH.600103,2021,3,0.04246,35.081248,0.278064,0.012967,-0.090316
SH.600104,2021,3,0.076652,0.334312,0.628479,0.065368,0.003391
