ts_code,symbol,name,area,industry,market,cnspell,list_date,act_name,act_ent_type,list_status
605198.SH,605198,安德利,山东,软饮料,主板,ADL,20200918,王安,民营企业,L
603439.SH,603439,三力制药,贵州,中成药,主板,SLZY,20200428,张海,民营企业,L
300840.SZ,300840,酷特智能,山东,服饰,创业板,KTZN,20200708,张代理,民营企业,L
300831.SZ,300831,派瑞股份,陕西,半导体,创业板,PRGF,20200507,陕西省人民政府国有资产监督管理委员会,地方国有企业,L
002985.SZ,002985,北摩高科,北京,航空,主板,BMGK,20200429,王淑敏,民营企业,L
601975.SH,601975,招商南油,江苏,水运,主板,ZSNY,20190108,国务院国有资产监督管理委员会,中央企业,L
605333.SH,605333,沪光股份,江苏,汽车配件,主板,HGGF,20200818,成三荣,民营企业,L
601827.SH,601827,三峰环境,重庆,环境保护,主板,SFHJ,20200605,重庆市国有资产监督管理委员会,地方国有企业,L
601778.SH,601778,晶科科技,江西,新型电力,主板,JKKJ,20200519,李仙德,民营企业,L
601702.SH,601702,华峰铝业,上海,铝,主板,HFLY,20200907,尤小平,民营企业,L
605288.SH,605288,凯迪股份,江苏,电气设备,主板,KDGF,20200601,周殊程,民营企业,L
300836.SZ,300836,佰奥智能,江苏,专用机械,创业板,BAZN,20200528,肖朝蓬,民营企业,L
002976.SZ,002976,瑞玛精密,江苏,汽车配件,主板,RMJM,20200306,陈晓敏,民营企业,L
001313.SZ,001313,粤海饲料,广东,饲料,主板,YHSL,20220216,郑石轩,民营企业,L
300842.SZ,300842,帝科股份,江苏,电气设备,创业板,DKGF,20200618,史卫利,民营企业,L
002983.SZ,002983,芯瑞达,安徽,元器件,主板,XRD,20200428,彭友,民营企业,L
300841.SZ,300841,康华生物,四川,生物制药,创业板,KHSW,20200616,无实际控制人,其他,L
300838.SZ,300838,浙江力诺,浙江,机械基件,创业板,ZJLN,20200608,陈晓宇,民营企业,L
601598.SH,601598,中国外运,北京,仓储物流,主板,ZGWY,20190118,国务院国有资产监督管理委员会,中央企业,L
300822.SZ,300822,贝仕达克,深圳,元器件,创业板,BSDK,20200313,肖萍,民营企业,L
003008.SZ,003008,开普检测,河南,电气设备,主板,KPJC,20200923,无实际控制人,其他,L
688526.SH,688526,科前生物,湖北,农业综合,科创板,KQSW,20200922,,,L
688005.SH,688005,容百科技,浙江,电气设备,科创板,RBKJ,20190722,,,L
688499.SH,688499,利元亨,广东,专用机械,科创板,LYH,20210701,,,L
688218.SH,688218,江苏北人,江苏,专用机械,科创板,JSBR,20191211,,,L
688116.SH,688116,天奈科技,江苏,化工原料,科创板,TNKJ,20190925,,,L
688002.SH,688002,睿创微纳,山东,通信设备,科创板,RCWN,20190722,,,L
688099.SH,688099,晶晨股份,上海,半导体,科创板,JCGF,20190808,,,L
300843.SZ,300843,胜蓝股份,广东,元器件,创业板,SLGF,20200702,黄雪林,民营企业,L
002987.SZ,002987,京北方,北京,软件服务,主板,JBF,20200507,费振勇,民营企业,L
002993.SZ,002993,奥海科技,广东,元器件,主板,AHKJ,20200817,刘昊,民营企业,L
688007.SH,688007,光峰科技,深圳,元器件,科创板,GFKJ,20190722,,,L
688088.SH,688088,虹软科技,浙江,软件服务,科创板,HRKJ,20190722,,,L
688027.SH,688027,国盾量子,安徽,通信设备,科创板,GDLZ,20200709,,,L
688278.SH,688278,特宝生物,福建,生物制药,科创板,TBSW,20200117,,,L
688321.SH,688321,微芯生物,深圳,化学制药,科创板,WXSW,20190812,,,L
688001.SH,688001,华兴源创,江苏,专用机械,科创板,HXYC,20190722,,,L
688288.SH,688288,鸿泉技术,浙江,IT设备,科创板,HQJS,20191106,,,L
688010.SH,688010,福光股份,福建,元器件,科创板,FGGF,20190722,,,L
688036.SH,688036,传音控股,深圳,通信设备,科创板,CYKG,20190930,,,L
688015.SH,688015,交控科技,北京,运输设备,科创板,JKKJ,20190722,,,L
688568.SH,688568,中科星图,北京,软件服务,科创板,ZKXT,20200708,,,L
688039.SH,688039,当虹科技,浙江,软件服务,科创板,DHKJ,20191211,,,L
688011.SH,688011,新光光电,黑龙江,元器件,科创板,XGGD,20190722,,,L
688019.SH,688019,安集科技,上海,半导体,科创板,AJKJ,20190722,,,L
688108.SH,688108,赛诺医疗,天津,医疗保健,科创板,SNYL,20191030,,,L
688012.SH,688012,中微公司,上海,半导体,科创板,ZWGS,20190722,,,L
688008.SH,688008,澜起科技,上海,半导体,科创板,LQKJ,20190722,,,L
688158.SH,688158,优刻得-W,上海,软件服务,科创板,YKD,20200120,,,L
688097.SH,688097,博众精工,江苏,专用机械,科创板,BZJG,20210512,,,L
688123.SH,688123,聚辰股份,上海,半导体,科创板,JCGF,20191223,,,L
688139.SH,688139,海尔生物,山东,医疗保健,科创板,HESW,20191025,,,L
688003.SH,688003,天准科技,江苏,专用机械,科创板,TZKJ,20190722,,,L
688018.SH,688018,乐鑫科技,上海,半导体,科创板,LXKJ,20190722,,,L
688078.SH,688078,龙软科技,北京,软件服务,科创板,LRKJ,20191230,,,L
688513.SH,688513,苑东生物,四川,化学制药,科创板,YDSW,20200902,,,L
603565.SH,603565,中谷物流,上海,水运,主板,ZGWL,20200925,卢宗俊,民营企业,L
605008.SH,605008,长鸿高科,浙江,橡胶,主板,CHGK,20200821,陶春风,民营企业,L
002986.SZ,002986,宇新股份,广东,化工原料,主板,YXGF,20200602,胡先念,民营企业,L
603095.SH,603095,越剑智能,浙江,纺织机械,主板,YJZN,20200415,孙剑华,民营企业,L
300846.SZ,300846,首都在线,北京,软件服务,创业板,SDZX,20200701,曲宁,民营企业,L
688068.SH,688068,热景生物,北京,医疗保健,科创板,RJSW,20190930,,,L
688022.SH,688022,瀚川智能,江苏,专用机械,科创板,HCZN,20190722,,,L
688100.SH,688100,威胜信息,湖南,通信设备,科创板,WSXX,20200121,,,L
688168.SH,688168,安博通,北京,软件服务,科创板,ABT,20190906,,,L
688333.SH,688333,铂力特,陕西,机械基件,科创板,BLT,20190722,,,L
688166.SH,688166,博瑞医药,江苏,化学制药,科创板,BRYY,20191108,,,L
688030.SH,688030,山石网科,江苏,软件服务,科创板,SSWK,20190930,,,L
688023.SH,688023,安恒信息,浙江,软件服务,科创板,AHXX,20191105,,,L
688787.SH,688787,海天瑞声,北京,软件服务,科创板,HTRS,20210813,,,L
688169.SH,688169,石头科技,北京,家用电器,科创板,STKJ,20200221,,,L
688363.SH,688363,华熙生物,山东,医疗保健,科创板,HXSW,20191106,,,L
688188.SH,688188,柏楚电子,上海,专用机械,科创板,BCDZ,20190808,,,L
688258.SH,688258,卓易信息,江苏,软件服务,科创板,ZYXX,20191209,,,L
688186.SH,688186,广大特材,江苏,特种钢,科创板,GDTC,20200211,,,L
688133.SH,688133,泰坦科技,上海,化工原料,科创板,TTKJ,20201030,,,L
688016.SH,688016,心脉医疗,上海,医疗保健,科创板,XMYL,20190722,,,L
605001.SH,605001,威奥股份,山东,运输设备,主板,WAGF,20200522,孙汉本,民营企业,L
605100.SH,605100,华丰股份,山东,机械基件,主板,HFGF,20200811,徐华东,民营企业,L
688066.SH,688066,航天宏图,北京,软件服务,科创板,HTHT,20190722,,,L
688033.SH,688033,天宜新材,北京,电气设备,科创板,TYXC,20190722,,,L
688268.SH,688268,华特气体,广东,化工原料,科创板,HTQT,20191226,,,L
688028.SH,688028,沃尔德,北京,机械基件,科创板,WED,20190722,,,L
002988.SZ,002988,豪美新材,广东,铝,主板,HMXC,20200518,李雪琴,外资,L
002991.SZ,002991,甘源食品,江西,食品,主板,GYSP,20200731,严斌生,民营企业,L
605188.SH,605188,国光连锁,江西,超市连锁,主板,GGLS,20200728,胡金根,民营企业,L
688057.SH,688057,金达莱,江西,环境保护,科创板,JDL,20201111,,,L
688388.SH,688388,嘉元科技,广东,电气设备,科创板,JYKJ,20190722,,,L
688198.SH,688198,佰仁医疗,北京,医疗保健,科创板,BRYL,20191209,,,L
688122.SH,688122,西部超导,陕西,小金属,科创板,XBCD,20190722,,,L
688389.SH,688389,普门科技,深圳,医疗保健,科创板,PMKJ,20191105,,,L
688009.SH,688009,中国通号,北京,运输设备,科创板,ZGTH,20190722,,,L
688080.SH,688080,映翰通,北京,通信设备,科创板,YHT,20200212,,,L
689009.SH,689009,九号公司-WD,北京,摩托车,科创板,JHGS,20201029,,,L
688366.SH,688366,昊海生科,上海,医疗保健,科创板,HHSK,20191030,,,L
688199.SH,688199,久日新材,天津,化工原料,科创板,JRXC,20191105,,,L
688178.SH,688178,万德斯,江苏,环境保护,科创板,WDS,20200114,,,L
688006.SH,688006,杭可科技,浙江,电气设备,科创板,HKKJ,20190722,,,L
688588.SH,688588,凌志软件,江苏,软件服务,科创板,LZRJ,20200511,,,L
688300.SH,688300,联瑞新材,江苏,矿物制品,科创板,LRXC,20191115,,,L
688020.SH,688020,方邦股份,广东,元器件,科创板,FBGF,20190722,,,L
688058.SH,688058,宝兰德,北京,软件服务,科创板,BLD,20191101,,,L
688025.SH,688025,杰普特,深圳,专用机械,科创板,JPT,20191031,,,L
688029.SH,688029,南微医学,江苏,医疗保健,科创板,NWYX,20190722,,,L
688202.SH,688202,美迪西,上海,医疗保健,科创板,MDX,20191105,,,L
688098.SH,688098,申联生物,上海,农业综合,科创板,SLSW,20191028,,,L
688368.SH,688368,晶丰明源,上海,半导体,科创板,JFMY,20191014,,,L
300862.SZ,300862,蓝盾光电,安徽,电器仪表,创业板,LDGD,20200824,袁永刚,民营企业,L
688101.SH,688101,三达膜,陕西,环境保护,科创板,SDM,20191115,,,L
688299.SH,688299,长阳科技,浙江,元器件,科创板,CYKJ,20191106,,,L
688656.SH,688656,浩欧博,江苏,医疗保健,科创板,HOB,20210113,,,L
688369.SH,688369,致远互联,北京,软件服务,科创板,ZYHL,20191031,,,L
688233.SH,688233,神工股份,辽宁,半导体,科创板,SGGF,20200221,,,L
688399.SH,688399,硕世生物,江苏,医疗保健,科创板,SSSW,20191205,,,L
300850.SZ,300850,新强联,河南,机械基件,创业板,XQL,20200713,肖争强,民营企业,L
605166.SH,605166,聚合顺,浙江,化纤,主板,JHS,20200618,傅昌宝,民营企业,L
605050.SH,605050,福然德,上海,仓储物流,主板,FRD,20200924,崔建华,民营企业,L
605168.SH,605168,三人行,陕西,互联网,主板,SRX,20200528,钱俊冬,民营企业,L
605389.SH,605389,长龄液压,江苏,机械基件,主板,CLYY,20210322,夏继发,民营企业,L
003009.SZ,003009,中天火箭,陕西,航空,主板,ZTHJ,20200925,中国航天科技集团有限公司,中央企业,L
605366.SH,605366,宏柏新材,江西,化工原料,主板,HBXC,20200812,纪金树,外资,L
688196.SH,688196,卓越新能,福建,环境保护,科创板,ZYXN,20191121,,,L
688089.SH,688089,嘉必优,湖北,食品,科创板,JBY,20191219,,,L
688021.SH,688021,奥福科技,山东,汽车配件,科创板,AFKJ,20191106,,,L
688357.SH,688357,建龙微纳,河南,化工原料,科创板,JLWN,20191204,,,L
688126.SH,688126,沪硅产业,上海,半导体,科创板,HGCY,20200420,,,L
688358.SH,688358,祥生医疗,江苏,医疗保健,科创板,XSYL,20191203,,,L
301372.SZ,301372,科净源,北京,环境保护,创业板,KJY,20230811,葛敬,民营企业,L
301237.SZ,301237,和顺科技,浙江,塑料,创业板,HSKJ,20220323,范和强,民营企业,L
688128.SH,688128,中国电研,广东,专用机械,科创板,ZGDY,20191105,,,L
688181.SH,688181,八亿时空,北京,元器件,科创板,BYSK,20200106,,,L
688159.SH,688159,有方科技,深圳,通信设备,科创板,YFKJ,20200123,,,L
688111.SH,688111,金山办公,北京,软件服务,科创板,JSBG,20191118,,,L
688163.SH,688163,赛伦生物,上海,生物制药,科创板,SLSW,20220311,,,L
688051.SH,688051,佳华科技,北京,软件服务,科创板,JHKJ,20200320,,,L
688298.SH,688298,东方生物,浙江,医疗保健,科创板,DFSW,20200205,,,L
688310.SH,688310,迈得医疗,浙江,医疗保健,科创板,MDYL,20191203,,,L
002990.SZ,002990,盛视科技,深圳,软件服务,主板,SSKJ,20200525,瞿磊,民营企业,L
605118.SH,605118,力鼎光电,福建,元器件,主板,LDGD,20200730,吴富宝,民营企业,L
003032.SZ,003032,*ST传智,江苏,文教休闲,主板,*STCZ,20210112,黎活明,民营企业,L
300910.SZ,300910,瑞丰新材,河南,化工原料,创业板,RFXC,20201127,郭春萱,民营企业,L
300866.SZ,300866,安克创新,湖南,元器件,创业板,AKCX,20200824,阳萌,民营企业,L
300852.SZ,300852,四会富仕,广东,元器件,创业板,SHFS,20200713,刘天明,民营企业,L
300863.SZ,300863,卡倍亿,浙江,汽车配件,创业板,KBY,20200824,林光耀,民营企业,L
003027.SZ,003027,同兴科技,安徽,环境保护,主板,TXKJ,20201218,郑光明,民营企业,L
605099.SH,605099,共创草坪,江苏,文教休闲,主板,GCCP,20200930,王强翔,民营企业,L
300871.SZ,300871,回盛生物,湖北,农业综合,创业板,HSSW,20200824,张卫元,民营企业,L
002998.SZ,002998,优彩资源,江苏,化纤,主板,YCZY,20200925,戴泽新,民营企业,L
300855.SZ,300855,图南股份,江苏,小金属,创业板,TNGF,20200723,万柏方,民营企业,L
300856.SZ,300856,科思股份,江苏,日用化工,创业板,KSGF,20200722,周旭明,民营企业,L
688505.SH,688505,复旦张江,上海,化学制药,科创板,FDZJ,20200619,,,L
688599.SH,688599,天合光能,江苏,电气设备,科创板,THGN,20200610,,,L
301073.SZ,301073,君亭酒店,浙江,酒店餐饮,创业板,JTJD,20210930,吴启元,民营企业,L
300885.SZ,300885,海昌新材,江苏,机械基件,创业板,HCXC,20200910,周光荣,民营企业,L
002997.SZ,002997,瑞鹄模具,安徽,汽车配件,主板,RHMJ,20200903,柴震,民营企业,L
003021.SZ,003021,兆威机电,深圳,元器件,主板,ZWJD,20201204,李海周,民营企业,L
688138.SH,688138,清溢光电,深圳,半导体,科创板,QYGD,20191120,,,L
003001.SZ,003001,中岩大地,北京,建筑工程,主板,ZYDD,20201013,王立建,民营企业,L
605228.SH,605228,神通科技,浙江,汽车配件,主板,STKJ,20210120,方立锋,民营企业,L
300857.SZ,300857,协创数据,深圳,IT设备,创业板,XCSJ,20200727,耿康铭,外资,L
605388.SH,605388,均瑶健康,湖北,乳制品,主板,JYJK,20200818,王均金,民营企业,L
605066.SH,605066,天正电气,浙江,电气设备,主板,TZDQ,20200807,高天乐,民营企业,L
300978.SZ,300978,东箭科技,广东,汽车配件,创业板,DJKJ,20210426,马永涛,民营企业,L
605180.SH,605180,华生科技,浙江,纺织,主板,HSKJ,20210430,蒋生华,民营企业,L
605222.SH,605222,起帆电缆,上海,电气设备,主板,QFDL,20200731,周供华,民营企业,L
603408.SH,603408,建霖家居,福建,家居用品,主板,JLJJ,20200730,吕理镇,外资,L
688466.SH,688466,金科环境,北京,环境保护,科创板,JKHJ,20200508,,,L
300889.SZ,300889,爱克股份,深圳,电气设备,创业板,AKGF,20200916,谢明武,民营企业,L
300875.SZ,300875,捷强装备,天津,专用机械,创业板,JQZB,20200824,潘峰,民营企业,L
301172.SZ,301172,君逸数码,四川,软件服务,创业板,JYSM,20230726,曾立军,民营企业,L
605009.SH,605009,豪悦护理,浙江,造纸,主板,HYHL,20200911,李志彪,民营企业,L
605169.SH,605169,洪通燃气,新疆,供气供热,主板,HTRQ,20201030,刘洪兵,民营企业,L
605398.SH,605398,新炬网络,上海,软件服务,主板,XJWL,20210121,孙星炎,民营企业,L
300880.SZ,300880,迦南智能,浙江,电器仪表,创业板,JNZN,20200901,章国耀,民营企业,L
605116.SH,605116,奥锐特,浙江,化学制药,主板,ART,20200921,彭志恩,民营企业,L
605318.SH,605318,法狮龙,浙江,其他建材,主板,FSL,20200803,沈正华,民营企业,L
688069.SH,688069,德林海,江苏,环境保护,科创板,DLH,20200722,,,L
688026.SH,688026,洁特生物,广东,医疗保健,科创板,JTSW,20200122,,,L
688118.SH,688118,普元信息,上海,软件服务,科创板,PYXX,20191204,,,L
688090.SH,688090,瑞松科技,广东,专用机械,科创板,RSKJ,20200217,,,L
688528.SH,688528,秦川物联,四川,电器仪表,科创板,QCWL,20200701,,,L
605123.SH,605123,派克新材,江苏,航空,主板,PKXC,20200825,是玉丰,民营企业,L
605399.SH,605399,晨光新材,江西,化工原料,主板,CGXC,20200804,丁建峰,民营企业,L
605003.SH,605003,众望布艺,浙江,纺织,主板,ZWBY,20200908,杨林山,民营企业,L
605369.SH,605369,拱东医疗,浙江,医疗保健,主板,GDYL,20200916,施慧勇,民营企业,L
003013.SZ,003013,地铁设计,广东,建筑工程,主板,DTSJ,20201022,广州市人民政府国有资产监督管理委员会,地方国有企业,L
601665.SH,601665,齐鲁银行,山东,银行,主板,QLYH,20210618,无实际控制人,其他,L
003019.SZ,003019,宸展光电,福建,元器件,主板,CZGD,20201117,Michael Chao-Juei Chiang,外资,L
301395.SZ,301395,仁信新材,广东,化工原料,创业板,RXXC,20230703,邱汉周,民营企业,L
301418.SZ,301418,协昌科技,江苏,电气设备,创业板,XCKJ,20230821,顾挺,民营企业,L
300873.SZ,300873,海晨股份,江苏,仓储物流,创业板,HCGF,20200824,梁晨,民营企业,L
300901.SZ,300901,中胤时尚,浙江,服饰,创业板,ZYSS,20201029,倪秀华,民营企业,L
300870.SZ,300870,欧陆通,深圳,电气设备,创业板,OLT,20200824,王合球,民营企业,L
003022.SZ,003022,联泓新科,山东,化工原料,主板,LHXK,20201208,无实际控制人,其他,L
605377.SH,605377,华旺科技,浙江,造纸,主板,HWKJ,20201228,钭江浩,民营企业,L
605500.SH,605500,森林包装,浙江,造纸,主板,SLBZ,20201222,林启军,民营企业,L
605218.SH,605218,伟时电子,江苏,元器件,主板,WSDZ,20200928,渡边庸一,外资,L
605199.SH,605199,ST葫芦娃,海南,中成药,主板,STHLW,20200710,刘景萍,民营企业,L
688266.SH,688266,泽璟制药-U,江苏,生物制药,科创板,ZJZY,20200123,,,L
688365.SH,688365,光云科技,浙江,软件服务,科创板,GYKJ,20200429,,,L
300922.SZ,300922,天秦装备,河北,专用机械,创业板,TQZB,20201225,宋金锁,民营企业,L
300927.SZ,300927,江天化学,江苏,化工原料,创业板,JTHX,20210107,江苏省南通市人民政府国有资产监督管理委员会,地方国有企业,L
605177.SH,605177,东亚药业,浙江,化学制药,主板,DYYY,20201125,池正明,民营企业,L
301220.SZ,301220,亚香股份,江苏,化工原料,创业板,YXGF,20220622,周军学,民营企业,L
603102.SH,603102,百合股份,山东,医疗保健,主板,BHGF,20220125,刘新力,民营企业,L
605133.SH,605133,嵘泰股份,江苏,汽车配件,主板,RTGF,20210224,夏诚亮,民营企业,L
300939.SZ,300939,秋田微,深圳,元器件,创业板,QTW,20210128,黄志毅,民营企业,L
605255.SH,605255,天普股份,浙江,汽车配件,主板,TPGF,20200825,杨龚轶凡,民营企业,L
300864.SZ,300864,南大环境,江苏,环境保护,创业板,NDHJ,20200824,南京大学,大学,L
300952.SZ,300952,恒辉安防,江苏,纺织,创业板,HHAF,20210311,王咸华,民营企业,L
003000.SZ,003000,劲仔食品,湖南,食品,主板,JZSP,20200914,周劲松,民营企业,L
301199.SZ,301199,迈赫股份,山东,专用机械,创业板,MHGF,20211207,王金平,民营企业,L
688228.SH,688228,开普云,广东,软件服务,科创板,KPY,20200327,,,L
301007.SZ,301007,德迈仕,辽宁,汽车配件,创业板,DMS,20210616,潘异,民营企业,L
300876.SZ,300876,蒙泰高新,广东,化纤,创业板,MTGX,20200824,郭清海,民营企业,L
301051.SZ,301051,信濠光电,深圳,元器件,创业板,XHGD,20210827,无实际控制人,其他,L
601568.SH,601568,北元集团,陕西,化工原料,主板,BYJT,20201020,陕西省人民政府国有资产监督管理委员会,地方国有企业,L
003011.SZ,003011,海象新材,浙江,家居用品,主板,HXXC,20200930,王周林,民营企业,L
300941.SZ,300941,创识科技,福建,IT设备,创业板,CSKJ,20210209,张更生,民营企业,L
300982.SZ,300982,苏文电能,江苏,建筑工程,创业板,SWDN,20210427,施小波,民营企业,L
300933.SZ,300933,中辰股份,江苏,电气设备,创业板,ZCGF,20210122,杜南平,民营企业,L
605007.SH,605007,五洲特纸,浙江,造纸,主板,WZTZ,20201110,赵磊,民营企业,L
300931.SZ,300931,通用电梯,江苏,运输设备,创业板,TYDT,20210121,徐志明,民营企业,L
003005.SZ,003005,竞业达,北京,软件服务,主板,JYD,20200922,钱瑞,民营企业,L
605077.SH,605077,华康股份,浙江,食品,主板,HKGF,20210209,陈德水,民营企业,L
605055.SH,605055,迎丰股份,浙江,纺织,主板,YFGF,20210129,傅双利,民营企业,L
003023.SZ,003023,彩虹集团,四川,家用电器,主板,CHJT,20201211,刘荣富,民营企业,L
003007.SZ,003007,直真科技,北京,软件服务,主板,ZZKJ,20200923,袁隽,民营企业,L
605186.SH,605186,健麾信息,上海,专用机械,主板,JHXX,20201222,戴建伟,民营企业,L
003026.SZ,003026,中晶科技,浙江,半导体,主板,ZJKJ,20201218,徐一俊,民营企业,L
603112.SH,603112,华翔股份,山西,机械基件,主板,HXGF,20200917,王春翔,民营企业,L
605122.SH,605122,四方新材,重庆,水泥,主板,SFXC,20210310,李德志,民营企业,L
300891.SZ,300891,惠云钛业,广东,化工原料,创业板,HYTY,20200917,钟镇光,民营企业,L
605338.SH,605338,巴比食品,上海,食品,主板,BBSP,20201012,刘会平,民营企业,L
300900.SZ,300900,广联航空,黑龙江,航空,创业板,GLHK,20201029,王增夺,民营企业,L
605336.SH,605336,帅丰电器,浙江,家用电器,主板,SFDQ,20201019,商若云,民营企业,L
300909.SZ,300909,汇创达,深圳,元器件,创业板,HCD,20201118,李明,民营企业,L
605081.SH,605081,*ST太和,上海,环境保护,主板,*STTH,20210209,董津,民营企业,L
300882.SZ,300882,万胜智能,浙江,电器仪表,创业板,WSZN,20200910,邬永强,民营企业,L
003028.SZ,003028,振邦智能,深圳,元器件,主板,ZBZN,20201228,陈志杰,民营企业,L
605268.SH,605268,王力安防,浙江,家居用品,主板,WLAF,20210224,王跃斌,民营企业,L
300893.SZ,300893,松原安全,浙江,汽车配件,创业板,SYAQ,20200924,胡铲明,民营企业,L
300881.SZ,300881,盛德鑫泰,江苏,钢加工,创业板,SDXT,20200901,周文庆,民营企业,L
605179.SH,605179,一鸣食品,浙江,乳制品,主板,YMSP,20201228,朱明春,民营企业,L
300879.SZ,300879,大叶股份,浙江,农用机械,创业板,DYGF,20200901,叶晓波,民营企业,L
601279.SH,601279,英利汽车,吉林,汽车配件,主板,YLQC,20210415,林启彬,外资,L
605337.SH,605337,李子园,浙江,乳制品,主板,LZY,20210208,李国平,民营企业,L
688566.SH,688566,吉贝尔,江苏,化学制药,科创板,JBE,20200518,,,L
688189.SH,688189,南新制药,湖南,化学制药,科创板,NXZY,20200326,,,L
688165.SH,688165,埃夫特-U,安徽,专用机械,科创板,AFT,20200715,,,L
688085.SH,688085,三友医疗,上海,医疗保健,科创板,SYYL,20200409,,,L
688396.SH,688396,华润微,江苏,半导体,科创板,HRW,20200227,,,L
688622.SH,688622,禾信仪器,广东,电器仪表,科创板,HXYQ,20210913,,,L
688360.SH,688360,德马科技,浙江,机械基件,科创板,DMKJ,20200602,,,L
688579.SH,688579,山大地纬,山东,软件服务,科创板,SDDW,20200717,,,L
688518.SH,688518,联赢激光,深圳,专用机械,科创板,LYJG,20200622,,,L
688208.SH,688208,道通科技,深圳,IT设备,科创板,DTKJ,20200213,,,L
688516.SH,688516,奥特维,江苏,专用机械,科创板,ATW,20200521,,,L
688500.SH,688500,慧辰股份,北京,互联网,科创板,HCGF,20200716,,,L
688081.SH,688081,兴图新科,湖北,软件服务,科创板,XTXK,20200106,,,L
300942.SZ,300942,易瑞生物,深圳,医疗保健,创业板,YRSW,20210209,朱海,民营企业,L
603759.SH,603759,海天股份,四川,水务,主板,HTGF,20210326,费功全,民营企业,L
300932.SZ,300932,三友联众,广东,电气设备,创业板,SYLZ,20210122,宋朝阳,民营企业,L
300614.SZ,300614,百川畅银,河南,环境保护,创业板,BCCY,20210525,陈功海,民营企业,L
301025.SZ,301025,读客文化,上海,出版业,创业板,DKWH,20210719,华楠,民营企业,L
603155.SH,603155,新亚强,江苏,化工原料,主板,XYQ,20200901,邯郸市人民政府国有资产监督管理委员会,地方国有企业,L
003015.SZ,003015,日久光电,江苏,元器件,主板,RJGD,20201021,陈超,民营企业,L
605069.SH,605069,正和生态,北京,环境保护,主板,ZHST,20210816,张熠君,民营企业,L
300923.SZ,300923,研奥股份,吉林,运输设备,创业板,YAGF,20201224,李彪,民营企业,L
003029.SZ,003029,吉大正元,吉林,软件服务,主板,JDZY,20201224,于逢良,民营企业,L
605155.SH,605155,西大门,浙江,家居用品,主板,XDM,20201231,柳庆华,民营企业,L
605005.SH,605005,合兴股份,浙江,汽车配件,主板,HXGF,20210119,陈文葆,民营企业,L
003017.SZ,003017,大洋生物,浙江,化工原料,主板,DYSW,20201026,陈阳贵,民营企业,L
601658.SH,601658,邮储银行,北京,银行,主板,YCYH,20191210,中国邮政集团有限公司,中央企业,L
301006.SZ,301006,迈拓股份,江苏,电器仪表,创业板,MTGF,20210607,孙卫国,民营企业,L
605258.SH,605258,协和电子,江苏,元器件,主板,XHDZ,20201203,张南国,民营企业,L
300930.SZ,300930,屹通新材,浙江,小金属,创业板,YTXC,20210121,汪志荣,民营企业,L
605060.SH,605060,联德股份,浙江,机械基件,主板,LDGF,20210301,孙袁,民营企业,L
003018.SZ,003018,金富科技,广东,塑料,主板,JFKJ,20201106,陈金培,民营企业,L
605117.SH,605117,德业股份,浙江,电气设备,主板,DYGF,20210420,张和君,民营企业,L
300906.SZ,300906,日月明,江西,运输设备,创业板,RYM,20201105,陶捷,民营企业,L
605068.SH,605068,明新旭腾,浙江,汽车配件,主板,MXXT,20201123,庄君新,民营企业,L
605018.SH,605018,长华集团,浙江,汽车配件,主板,CHJT,20200929,王长土,民营企业,L
605058.SH,605058,澳弘电子,江苏,元器件,主板,AHDZ,20201021,杨九红,民营企业,L
300907.SZ,300907,康平科技,江苏,电气设备,创业板,KPKJ,20201118,江建平,民营企业,L
300872.SZ,300872,天阳科技,西藏,软件服务,创业板,TYKJ,20200824,欧阳建平,民营企业,L
603261.SH,603261,*ST立航,四川,航空,主板,*STLH,20220315,刘随阳,民营企业,L
301068.SZ,301068,大地海洋,浙江,环境保护,创业板,DDHY,20210928,唐伟忠,民营企业,L
605277.SH,605277,新亚电子,浙江,元器件,主板,XYDZ,20210106,赵战兵,民营企业,L
300917.SZ,300917,特发服务,深圳,房产服务,创业板,TFFW,20201221,深圳市人民政府国有资产监督管理委员会,地方国有企业,L
300905.SZ,300905,宝丽迪,江苏,染料涂料,创业板,BLD,20201105,徐毅明,民营企业,L
605298.SH,605298,必得科技,江苏,运输设备,主板,BDKJ,20210301,王坚群,民营企业,L
605196.SH,605196,华通线缆,河北,电气设备,主板,HTXL,20210511,张文东,民营企业,L
603931.SH,603931,格林达,浙江,化工原料,主板,GLD,20200819,黄招有,民营企业,L
605011.SH,605011,杭州热电,浙江,供气供热,主板,HZRD,20210630,杭州市人民政府,地方国有企业,L
301587.SZ,301587,中瑞股份,江苏,电气设备,创业板,ZRGF,20240408,杨学新,民营企业,L
605378.SH,605378,野马电池,浙江,电气设备,主板,YMDC,20210412,陈一军,民营企业,L
605376.SH,605376,博迁新材,江苏,小金属,主板,BQXC,20201208,王利平,民营企业,L
600916.SH,600916,中国黄金,北京,服饰,主板,ZGHJ,20210205,国务院国有资产监督管理委员会,中央企业,L
300926.SZ,300926,博俊科技,江苏,汽车配件,创业板,BJKJ,20210107,伍亚林,民营企业,L
301021.SZ,301021,英诺激光,深圳,专用机械,创业板,YNJG,20210706,赵晓杰,外资,L
601686.SH,601686,友发集团,天津,钢加工,主板,YFJT,20201204,李茂津,民营企业,L
301010.SZ,301010,晶雪节能,江苏,其他建材,创业板,JXJN,20210618,贾富忠,民营企业,L
